Company Name,Market Cap,Previous Close,Volume,52-Week Change,Return on Assets (ROA),Return on Equity (ROE)
Canoo Inc. (GOEV),156.933M,0.1455,"71,713,511",-83.70%,-36.64%,-179.82%
